objectID,title,department,objectDate,culture,medium,classification,artistDisplayName,country,period,objectBeginDate,objectEndDate
493694,Street in Helgoland II,Modern and Contemporary Art,1924,,Oil on board with painted frame,Paintings,Arthur Segal,,,1924,1924
67582,Piece,Asian Art,18th–19th century,Japan,Silk,Textiles-Woven,,,,1700,1899
15287,Portrait of a Gentleman,The American Wing,1800–1805,American,Watercolor on ivory,,,,,1800,1805
665833,"Ein new Modelbuch..., page 4 (recto)",Drawings and Prints,"October 22, 1524",,Woodcut,Books,Johann Schönsperger the Younger,,,1524,1524
243930,Chlorite miniature jar,Greek and Roman Art,ca. 1600–1050 BCE,Cypriot,Chlorite,Miscellaneous-Stone Vases,,,Late Bronze Age,-1600,-1050
221484,Rose and Lily,European Sculpture and Decorative Arts,1893,,Silk and wool,Textiles-Woven,John Henry Dearle,,,1893,1893
206414,Snuffbox,European Sculpture and Decorative Arts,1764–65,,Gold,Metalwork-Gold and Platinum,Louis-Philippe Demay,,,1764,1765
91225,Shirt,Costume Institute,ca. 1972,French,cotton,,Yves Saint Laurent,,,1967,1977
659850,"John Tyler, Tenth President of the United States, Born April 29th, 1790–Succeeded to the Presidential Chair at the death of President Harrison, April 4th, 1841–Retired March 4th, 1845",Drawings and Prints,after 1845,,Hand-colored lithograph,Prints,E. B. & E. C. Kellogg,,,1845,1845
62434,Arrowhead,Asian Art,,Japan,"Sandstone, chert or flint",Stone,,,Late Jōmon period (ca. 1500–1000 BCE),-1500,-1000
559461,"Pall tie, Wah",Egyptian Art,ca. 1981–1975 B.C.,,Linen,,,Egypt,Middle Kingdom,-1981,-1975
661794,"Corona delle Nobili et Virtuose Donne: Libro I-IV, page 5 (recto)",Drawings and Prints,1601,,Woodcut,Books,Cesare Vecellio,Italy,,1601,1601
823932,"Horse Accomplishments, Sketch 11: A Land Measurer !!",Drawings and Prints,"August 1, 1799",,Etching and aquatint,Prints,Thomas Rowlandson,,,1799,1799
423689,The Drama [Cigarette] (Die Drama),Drawings and Prints,1912,,Color lithograph,Prints,Moriz Jung,,,1912,1912
52324,Dish,Asian Art,1760,Japan,"White porcelain decorated with blue under the glaze, polychrome enamels (Nabeshima ware)",Ceramics,,,Edo period (1615–1868),1760,1760
459993,"Woman Combing Her Hair (Femme se coiffant), from ""L'Estampe Originale""",Drawings and Prints,1894,,Transfer lithograph on chine collé,Prints,Maximilien Luce,,,1894,1894
354549,Old T-Wharf from Harbor,Drawings and Prints,ca. 1911–55,,Etching with drypoint,Prints,Sears Gallagher,,,1911,1955
17238,Photograph of a window,The American Wing,late 19th–early 20th century,American,Photograph with watercolor added,,Louis C. Tiffany,United States,,1870,1930
19752,Statement,The American Wing,1927,American,"Testimonial: graphite on paper; Photograph on paper, mounted on paper backing printed with brown double-line border.",,Thomas Moran,,,1927,1927
56976,The Actor Ichikawa Monosuke II in an Unidentified Female Role,Asian Art,ca. 1789,Japan,Woodblock print; ink and color on paper,Prints,Katsukawa Shun'ei 勝川春英,,Edo period (1615–1868),1779,1799
203926,Cleopatra,European Sculpture and Decorative Arts,first quarter 16th century,,Bronze,Sculpture-Bronze,Severo Calzetta da Ravenna,,,1500,1525
214904,Fragment,European Sculpture and Decorative Arts,17th century,,Bobbin lace,Textiles-Laces,,,,1600,1699
398627,Designs for Plates Taken from Oudry's Illustrations to La Fontaine's Fables,Drawings and Prints,after 1755,,Etching,Prints,Jean-Baptiste Oudry,,,1755,1790
467349,Glass Fragment,Medieval Art,13th century,European,"Colored glass, silver stain, and vitreous paint",Glass-Stained,,,,1200,1299
13339,George William Fairfax,The American Wing,1816,American,Watercolor on ivory,,Joseph Wood,,,1816,1816
436149,"Madame Théodore Gobillard (Yves Morisot, 1838–1893)",European Paintings,1869,,Oil on canvas,Paintings,Edgar Degas,,,1869,1869
192764,Folding armchair,European Sculpture and Decorative Arts,second half 16th century,,Walnut,Woodwork-Furniture,,,,1550,1599
640567,"Bust of a young man with a hat, bound in L'Oeuvre original de Vivant Denon. Collection de eaux-fortes, Volume 1",Drawings and Prints,1873,,Lithograph,Books,Baron Dominique Vivant Denon,France,,1873,1873
546576,Sealing,Egyptian Art,ca. 2030–1640 B.C.,,Clay (unfired),,,Egypt,Middle Kingdom,-2030,-1640
626995,"Shaft, capital and entablature of the Corinthian order and eight consoles, plate 9, from Das ander Buech Gemacht auff die zway Colonnen, Corinthia und Composita",Drawings and Prints,,,Etching,Prints,Hans Vredeman de Vries,Belgium,,1565,1581
423465,Copy of a Horizontal Panel with Tendrils Growing Outwards from a Vessel at Center,Drawings and Prints,after 1521,,Engraving,Prints,Jacob Binck,,,1521,1600
352395,Kabuki juhachi ban ko (Study of eighteen representative Kabuki plays),Drawings and Prints,1917,,,Books,Kaneko Saburo,,,1917,1917
204505,Standing Hercules,European Sculpture and Decorative Arts,19th century,,"Bronze, silvering (eyes and wreath)",Sculpture-Bronze,,,,1785,1799
369617,The Celestial Art,Drawings and Prints,1894,,Lithograph,Prints,Odilon Redon,,,1894,1894
457130,Coin,Islamic Art,967–78 CE,,Silver,Coins,,,,942,1003
245830,Carnelian intaglio with inscriptions,Greek and Roman Art,17th century,Post Classical,Carnelian,Gems,,,,1600,1699
726292,"Studio d'Arts Décoratifs..., Pl. 1, Dix Modèles de Mouchoirs d’une grande variété de dessins et de couleurs",Drawings and Prints,n.d. (1930s?),,Pochoir,Books,Nicolas Sorokine,France,,1920,1940
781139,"Congress Hall Parlor, Saratoga, New York",Photographs,1860s–80s,,Albumen silver print,Photographs,Unknown,,,1860,1889
3616,Hobnail Finger Bowl,The American Wing,after 1886,American,Pressed colorless and opaque cranberry glass,,"Hobbs, Brockunier and Company",United States,,1887,1896
683853,Terracotta rim fragment of a kylix (drinking cup),Greek and Roman Art,490–480 BCE,"Greek, Attic",Terracotta,Vases,,,Late Archaic,-500,-450
726781,"Page from ""Symbola Divina et Humana Pontificum, Imperatorum, Regum"", Vol. 1",Drawings and Prints,1601,,Engraving,Prints,Aegidius Sadeler II,,,1601,1601
120470,Evening fan,Costume Institute,1950s,American or European,"plastic, cotton",,,,,1950,1959
591056,"Worker Shabti of Henettawy (C), Daughter of Isetemkheb",Egyptian Art,ca. 990–970 B.C.,,Faience,,,Egypt,Third Intermediate Period,-990,-970
352113,Ferdinand de Neufville de Villeroy,Drawings and Prints,ca. 1664,,Engraving; first state of nine (Petitjean & Wickert),Prints,Robert Nanteuil,,,1659,1669
285514,"[Mangroves, Florida]",Photographs,1941,,Film negative,Negatives,Walker Evans,,,1941,1941
245658,Glass double cosmetic flask (kohl tube),Greek and Roman Art,4th–5th century CE,Roman,Glass,Glass,,,Late Imperial,300,499
110107,Loafers,Costume Institute,ca. 1972,Italian,"leather, metal, wool",,Gucci,,,1967,1977
204834,Charity or Maternity,European Sculpture and Decorative Arts,"19th century, after a model of ca. 1877",,Bronze,Sculpture-Bronze,Aimé-Jules Dalou,,,1872,1899
686913,Terracotta fragment of a kylix (drinking cup),Greek and Roman Art,second quarter of the 5th century BCE,"Greek, Attic",Terracotta,Vases,,,Classical,-500,-450
282765,Landscape III,Photographs,1996,,Chromogenic print,Photographs,Siegrun Appelt,,,1996,1996
64250,"Ear Ornament, Kala and Flames",Asian Art,8th–12th century,Indonesia (Central Java),Gold,Jewelry,,,,700,1199
56580,Three-Legged Tub,Asian Art,,Japan,Lacquer (Negoro-nuri ware),Lacquer,,,Nanbokuchō (1336–92)–Muromachi (1392–1573) period,1336,1573
326930,Earrings,Ancient West Asian Art,2nd–1st millennium BCE (?),Iran,Electrum,,,,Late Bronze Age,-2000,-1
59413,Netsuke,Asian Art,18th century,Japan,Wood,Netsuke,,,Edo period (1615–1868),1700,1799
313248,Pendant,The Michael C. Rockefeller Wing,1st–8th century,Mezcala,Stone,Stone-Ornaments,,Mexico,,1,800
765676,Scene from War Paint from Western Stars or Scenes Exhibit Cards series (W412),Drawings and Prints,ca. 1926,,Commercial color photolithograph,Prints,,,,1921,1931
290401,"Katherine Graham, Chairman of the Board, Washington Post Company, Washington, D.C., March 11, 1976",Photographs,1976,,Gelatin silver print,Photographs,Richard Avedon,,,1976,1976
469088,Quarter Noble of Henry VI (1422-61),Medieval Art,15th century,British,Gold,Coins,,,,1400,1499
237998,Three-light wall bracket (one of a set of six),European Sculpture and Decorative Arts,ca. 1760,,"Carved, painted and gilded wood; gilt-bronze",Woodwork-Furniture,,,,1755,1765
722933,"Private, 9th Regiment, Massachusetts, V.M., from the Military Series (N224) issued by Kinney Tobacco Company to promote Sweet Caporal Cigarettes",Drawings and Prints,1888,,Commercial color lithograph,Prints,Kinney Brothers Tobacco Company,,,1888,1888
26794,Fauchard,Arms and Armor,ca. 1550,Italian,"Steel, wood (ash), textile (velvet, silk), metallic thread, brass",Shafted Weapons,,Italy,,1525,1575
655023,"Hilda Hollins, from the Actresses series (N245) issued by Kinney Brothers to promote Sweet Caporal Cigarettes",Drawings and Prints,1890,,Albumen photograph,Photographs,Kinney Brothers Tobacco Company,,,1890,1890
375515,Old Man with a Muffler,Drawings and Prints,early 20th century,,Drypoint,Prints,Roselle H. Osk,,,1900,1932
417443,"Mlle. Dimitri, from the Actors and Actresses series (N45, Type 8) for Virginia Brights Cigarettes",Drawings and Prints,ca. 1888,,Albumen photograph,Photographs,Allen & Ginter,,,1885,1891
71701,Piece,Asian Art,18th century,Japan,Silk / Compound weave,Textiles-Woven,,,Edo period (1615–1868),1700,1799
892890,"Album 223, Page 17",Drawings and Prints,ca. 1880–99,,Photographs,Photographs,,,,1875,1900
324503,Cylinder seal,Ancient West Asian Art,ca. 3100–2900 BCE,,Stone,,,,Jemdet Nasr,-3100,-2900
49434,Landscapes,Asian Art,1848,China,Album of eight paintings; ink and color on paper,Paintings,Dai Xi,,Qing dynasty (1644–1911),1848,1848
428102,"Actress framed by dramatic upright pointed collar, from the Actresses Folder Series (N96) to promote Honest Long Cut Tobacco manufactured by W. Duke Sons & Co.",Drawings and Prints,ca. 1889,,Commercial color lithograph,Prints,"W. Duke, Sons & Co.",,,1887,1893
254620,Chalcedony cone,Greek and Roman Art,2nd half of the 5th century BCE,"Greek, Ionian","Chalcedony, smoky, silver",Gems,,,Classical,-450,-400
746875,"'The Rebozo', from the Picture Book (plate 21)",Drawings and Prints,1933,,Colour lithograph on zinc,Prints,Jean Charlot,Mexico,,1933,1933
489069,The Violinist,Modern and Contemporary Art,1918,,Chalk and watercolor on paper,Drawings,Herman Jensen,,,1918,1918
484719,Blackwell Island,Modern and Contemporary Art,1923–24,,"Double-sided ink, graphite and watercolor on paper",Drawings,Wanda Gag,,,1923,1924
820113,Larry Doyle from Baseball Drawings strip cards (W514),Drawings and Prints,ca. 1919–21,,Commercial color lithograph reproducing drawing,Prints,,,,1919,1921
775011,[Paper Moon Studio Portrait],Photographs,1900s–1930s,,Gelatin silver print,Photographs,Unknown,,,1900,1939
311687,Bowl,The Michael C. Rockefeller Wing,mid-20th century,Asmat people,Wood,Wood-Containers,Johambee,Indonesia,,1900,2000
449206,Kohl Applicator,Islamic Art,5th–8th century,,Bronze,Metal,,Palestine,,400,799
189315,Panel,European Sculpture and Decorative Arts,early 18th century,,Oak,Woodwork,,,,1700,1715
632113,Roman mosaic glass vessel fragment,Egyptian Art,30 B.C.–A.D. 364,,Mosaic glass,,,Egypt,Roman Period,-30,364
42246,Vase,Asian Art,1678–88,China,Porcelain with celadon glaze (Jingdezhen ware),Ceramics,,,"Qing dynasty (1644–1911), Kangxi period (1662–1722)",1678,1688
27553,Drawing of Design for Sword Hilt and Tip of Scabbard (Dolphin-Head Grip),Arms and Armor,second half 16th century,German,Ink on paper,Works on Paper-Drawings,,Germany,,1550,1600
550725,Scarab Finger Ring,Egyptian Art,ca. 1295–1070 B.C.,,"Bronze or copper alloy, glazed steatite",,,Egypt,"New Kingdom, Ramesside",-1295,-1070
211499,Traveling triptych,European Sculpture and Decorative Arts,mid-18th century,,"Painted icon, silver, gilt, brass",Metalwork-Silver In Combination,,,,1730,1765
693069,"The Virgin and Child, surrounded by St. John the Baptist, St. Paul, and St. Catherine",Drawings and Prints,1672–1700,,Engraving,Prints,Benoit Farjat,,,1672,1700
251163,Intaglio in modern ring,Greek and Roman Art,3rd–1st century BCE,,"Emerald, gold",Gems,,,Hellenistic,-299,-1
50053,Pair of Ear Clips with Leaf-Shaped Bezel,Asian Art,Second half of the 8th–second half of the 10th century,Indonesia (Java),Gold,Jewelry,,,Central Javanese period,750,999
772541,Terracotta rim fragment of a skyphos (deep drinking cup),Greek and Roman Art,5th century BCE,"Greek, Attic",Terracotta,Vases,,,Late Archaic/Classical,-650,-300
214974,Piece,European Sculpture and Decorative Arts,18th century,,Bobbin lace,Textiles-Laces,,,,1700,1799
778363,"Card Number 167, Rich Hebner, Pittsburgh Pirates",Drawings and Prints,1977,,Commercial Color Lithograph,Prints,Topps Chewing Gum Company,,,1977,1977
60776,Sample of Chinese printing of the Song period (960–1278),Asian Art,,China,Illustrated book,Illustrated Books,,,Song dynasty (960–1279),960,1278
323015,Jug,Ancient West Asian Art,ca. 3rd–7th century CE,Sasanian,Ceramic,,,,Sasanian,200,699
245712,Glass perfume bottle,Greek and Roman Art,late 1st–3rd century CE,Roman,Glass,Glass,,,Imperial,80,299
369225,"Marie de Medicis, reine de France",Drawings and Prints,,,Etching,Prints,Jean Morin,,,1605,1650
494943,Narva,Modern and Contemporary Art,1961,,"Steel bars, metal wheel, tubes, cast iron, wire, aluminum, string, electric motor 220 v",Sculpture,Jean Tinguely,,,1961,1961
751273,Pear-shaped ornament design with Diana in a small temple and grotesque motifs on a black ground,Drawings and Prints,1573,,Engraving: first state,Prints,Etienne Delaune,,,1573,1573
314869,Snuff Vessel,The Michael C. Rockefeller Wing,20th century,Kenya,"Calabash, beads, cloth",Beads-Containers,,Kenya,,1900,2000
124841,Comb,Costume Institute,20th century,Spanish,plastic (cellulose nitrate),,,,,1900,1946
318338,Votive Container (Canopa),The Michael C. Rockefeller Wing,15th century,Inca,Stone,Stone-Containers,,Peru,,1375,1525
308258,Headcloth (Ikat Tengahan),The Michael C. Rockefeller Wing,mid to late 19th century,Javanese,Cotton,Textiles-Woven,,Indonesia,,1800,1900
201144,Plate (part of a service),European Sculpture and Decorative Arts,ca. 1765,,Hard-paste porcelain,Ceramics-Porcelain-Export,,,,1760,1770
558777,Panther Head Amulet,Egyptian Art,664–332 B.C.,,Faience,,,Egypt,Late Period,-664,-343
243793,"Bead, inscribed ""Sa-ra""",Greek and Roman Art,,,"Clay, glazed",Gold and Silver,,,,-7000,330
625211,"Three putti with one holding a horn, with a female figure holding a torch in the lunette below, from 'Di Tutti gli Affresco del Correggio in Parma'",Drawings and Prints,ca. 1846,,Etching and engraving,Prints,Antonio Dalco,,,1841,1851
911997,Bird on hibiscus,Asian Art,18th century,China,Polychrome woodblock print; ink and color on paper,Prints,Ding Liangxian,,"Qing dynasty (1644–1911), Qianlong period (1736–1795)",18,18
562444,"Relief fragment, tomb of Meketre",Egyptian Art,ca. 1981–1975 B.C.,,"Limestone, paint",,,Egypt,Middle Kingdom,-1981,-1975
544923,Relief faragment with Nubians,Egyptian Art,ca. 1353–1336 B.C.,,"Limestone, paint (mostly original)",,,,"New Kingdom, Amarna Period",-1353,-1353
41469,Guanyin the Bringer of Sons,Asian Art,17th century,China,Sandalwood with traces of pigment and gilding,Sculpture,,,Qing dynasty (1644–1911),1644,1699
475266,Textile Fragment,Medieval Art,5th century,Coptic,"Linen, wool",Textiles-Woven,,Byzantine Egypt,,400,499
492389,"The Bride Stripped Bare by Her Bachelors, Even (The Green Box)",Modern and Contemporary Art,1934,,Box containing collotype reproductions on various papers,Prints,Marcel Duchamp,,,1934,1934
158840,Corset cover,Costume Institute,1895–1900,French,"cotton, silk",,,,,1895,1900
414103,"Bay, Nashville, Southern League, from the White Border series (T206) for the American Tobacco Company",Drawings and Prints,1909–11,,Commercial lithograph,Prints,American Tobacco Company,,,1909,1911
651830,"The Narrows, New York Bay from Staten Island",Drawings and Prints,1868–78,,Hand-colored lithograph,Prints,Currier & Ives,,,1868,1878
221442,Statue robe,European Sculpture and Decorative Arts,early 16th century,,Silk and metal thread on linen,Textiles-Embroidered,,,,1500,1515
130808,Dress,Costume Institute,spring/summer 2003,French,"a) silk, rhinestone, plastic, synthetic; b) silk, rhinestone, plastic",,House of Chanel,,,2003,2003
374434,Ozark Mill,Drawings and Prints,1937,,Linocut,Prints,Don C. Kincaid,,,1937,1937
325306,Stud,Ancient West Asian Art,ca. 9th century BCE,Iran,"Copper, bronze",,,,"Iron Age II, Hasanlu Period IV",-900,-800
243413,Gold earring with convex disk and small disk,Greek and Roman Art,1st–2nd century CE,Roman,Gold,Gold and Silver,,,Imperial,100,199
896929,"Vue du chemin de Longuetoise à St. Mars (View of the Road between Longuetoise Chateau and St. Mars), from ""Vues et paisages du chateau de Longuetoise et des environs"" (Views of the Longuetoise Chateau)",Drawings and Prints,ca. 1640–69,,Etching,Prints,Albert Flamen,,,1635,1674
500894,Pottery Whistle?,Musical Instruments,ca. 800–1526,Costa Rican,Clay,Aerophone-Whistle Flute-whistle,,Costa Rica,Pre-Columbian,800,1526
564290,Jar Label,Egyptian Art,ca. 1390–1352 B.C.,,"Pottery and ink, paint",,,Egypt,New Kingdom,-1390,-1390
431767,"People from Calicut, from ""The Triumphal Procession of Emperor Maximilian"" (Triumph Des Kaisers Maximilian I)",Drawings and Prints,printed 1883–84,,Woodcut; restrike,Prints,Hans Burgkmair,,,1883,1884
205650,Dwarf as Galatea (one of a pair),European Sculpture and Decorative Arts,1770,,"Cast terracotta, polychromed (dark green, yellowish brown, rust and black)",Sculpture,Walter Pompe,,,1770,1770
565798,Sealing,Egyptian Art,ca. 2030–1640 B.C.,,Clay (unfired),,,Egypt,Middle Kingdom,-2030,-1640
275839,"[Fireplace in Floyd Burrroughs's Bedroom with Bedpost in Foreground, Hale County, Alabama]",Photographs,1936,,Film negative,Negatives,Walker Evans,,,1936,1936
760711,Ernie Banks #20 from Nu-Card Baseball Hi-Lites series (W460),Drawings and Prints,1960,,Commercial photolithograph,Prints,"Nu-Card, Inc.",,,1960,1960
689997,"View from the Sentinel Dome, Yosemite",Photographs,1865–66,,Albumen silver prints from glass negatives,Photographs,Carleton E. Watkins,,,1865,1866
696496,[Two Women Walking along Central Park Path],Photographs,1860s,,Albumen silver print,Photographs,Guild's Photography Gallery,,,1860,1869
36492,"Storm below Mount Fuji (Sanka no haku u), from the series Thirty-six Views of Mount Fuji (Fugaku sanjūrokkei)",Asian Art,ca. 1830–32,Japan,Woodblock print; ink and color on paper,Prints,Katsushika Hokusai,,Edo period (1615–1868),1820,1842
209579,Brisé fan with depiction of allegorical figure of Music,European Sculpture and Decorative Arts,last quarter 18th century,,"Pierced, gilded, and painted ivory; painted paper; printed and painted silk ribbon; glass",Fans,Francesco Bartolozzi,,,1775,1799
738112,Garbage is valuable,Drawings and Prints,ca. 1917,,Commercial lithograph,Prints,United States Food Administration,,,1915,1922
17410,Design for window,The American Wing,late 19th–early 20th century,American,"Gouache and watercolor in grisaille, light tan; gouache impasto in figure; black chalk (assumed) as underdrawing; ruled black pen and ink borders on off-white wove paper; 1-ply lining paper",,Louis C. Tiffany,USA,,1870,1930
726007,Miniature saucer (one of five) (part of a set),European Sculpture and Decorative Arts,ca. 1800,,Soft-paste porcelain,Ceramics-Pottery,,,,1795,1805
271427,[Nude],Photographs,1920s–50s,,Gelatin silver print,Photographs,Ben Magid Rabinovitch,,,1920,1959
343375,"Curtain Design for ""Fantasme"" (1928)",Drawings and Prints,1928,,Gouache and metallic paint,Drawings,Erté (Romain de Tirtoff),,,1928,1928
242852,Gold earring with head of a bull,Greek and Roman Art,4th–3rd century BCE,Greek,Gold,Gold and Silver,,,Classical or Hellenistic,-399,-200
41623,Snuff Bottle,Asian Art,,China,Yellow porcelain with pink glass stopper,Snuff Bottles,,,Modern,1900,1920
199547,Teapot,European Sculpture and Decorative Arts,ca. 1750–60,,Salt-glazed stoneware with gilding,Ceramics-Pottery,,,,1745,1755
871966,Plaque with seahorses and snakes,European Sculpture and Decorative Arts,1898–1899,,Glazed earthenware,Ceramics-Pottery,Rozenburg Plateelfabriek,,,1898,1899
921153,Design for handle,Drawings and Prints,ca. 1880–1900,,Graphite,Drawings,George S. Pearson,,,1875,1905
444121,Square with Quail,Islamic Art,probably 5th century,,"Wool, linen; plain weave, tapestry weave",Textiles,,Egypt,,400,499
785340,"On Your Way, from the ""Mutt and Jeff"" series (T88),  issued with Sweet Caporal Cigarettes by Kinney Brothers Tobacco Company",Drawings and Prints,ca. 1910,,Commercial color lithograph,Prints,Bud Fisher,,,1905,1915
645239,"Christ in the Garden, from The Passion of Christ, plate 7",Drawings and Prints,1664,,Engraving,Prints,Grégoire Huret,,,1664,1664
270833,"Old Gateway, Raglan Castle, Monmouthshire",Photographs,1855,,Albumen silver print,Photographs,J. Holden,,,1855,1855
200737,Cask stand,European Sculpture and Decorative Arts,probably 20th century,,Hard-paste porcelain,Ceramics-Porcelain,Meissen Manufactory,,,1900,1999
547428,Model harpoon,Egyptian Art,ca. 2650 B.C.,,Copper alloy,,,Egypt,Early Dynastic Period,-2650,-2650
393703,"Landscape, no.8 from a series of landscapes",Drawings and Prints,17th century,,Etching,Prints,"Anonymous, Netherlandish, 17th century",,,1600,1700
340702,Design for a Wall Fountain,Drawings and Prints,1550–1620,,"Pen and brown-gray ink over leadpoint or graphite, with ruled construction; framing lines in leadpoint or graphite",Drawings,"Anonymous, Italian, Lombard, 16th century",,,1550,1620
816556,Rogers Hornsby from Baseball Drawings strip cards (W515-2),Drawings and Prints,1923,,Commercial color photolithograph,Prints,,,,1923,1923
858223,The Tower in Cardiff Castle where Robert Duke of Normandy was,Drawings and Prints,1786,,Watercolor over aquatint and roulette,Prints,Paul Sandby,,,1781,1791
502209,Flageolet in C Sharp,Musical Instruments,ca. 1808,British,"Wood, ivory, silver",Aerophone-Whistle Flute-flageolet,William Bainbridge,United Kingdom,,1798,1818
372591,Lagoon: Noon,Drawings and Prints,,,"Etching and drypoint, printed in black ink on medium weight ivory laid paper; third state of three (Glasgow)",Prints,James McNeill Whistler,,,1879,1880
103677,Ensemble,Costume Institute,1800–1938,probably European,[no medium available],,,,,1800,1938
239024,Plate (one of a set of twelve),European Sculpture and Decorative Arts,1715/16,,Silver,Metalwork-Silver,Richard Bayley,,,1715,1716
91408,Wrap skirt,Costume Institute,1975–76,American,polyester,,Bonnie August,,,1975,1976
217918,Border,European Sculpture and Decorative Arts,16th–17th century,,"Drawnwork, linen and silk",Textiles-Laces,,,,1500,1699
662132,"Miner, from ""L'Estampe Originale""",Drawings and Prints,1895,,Lithograph,Prints,Constantin Meunier,,,1895,1895
436221,A Couple in an Interior with a Fortune-Teller,European Paintings,ca. 1632–33,,Oil on wood,Paintings,Jacob Duck,,,1632,1633
420763,"Frontispiece, from ""Les Petites Misères de la Guerre"" (The Little Miseries of War)",Drawings and Prints,1636,,Etching,Prints,Abraham Bosse,,,1636,1636
240150,Terracotta jug,Greek and Roman Art,ca. 475–400 BCE,Cypriot,Terracotta,Vases,,,Cypro-Classical I,-475,-400
669211,"David standing with crossed legs and holding the head of Goliath on a pedestal at left, a sword on the ground, after Reni",Drawings and Prints,ca. 1635–1670,,Engraving,Prints,Giacomo Piccini,,,1630,1670
452476,Ceramic Fragment,Islamic Art,13th–16th century,,Stonepaste; painted under transparent glaze,Ceramics,,Egypt,,1200,1599
354903,"Illustrated Catalogue of Furniture, Carpets, Ranges, Crockery, etc.",Drawings and Prints,late 19th century,,Illustrations: wood engravings,Books,Osgood & Whitney,,,1880,1900
829430,The Rider,Drawings and Prints,ca. 1845,,Etching,Prints,Charles Jacque,,,1840,1850
452093,Textile Fragment,Islamic Art,17th century,,"Silk, metal wrapped thread; brocaded and voided velvet",Textiles-Woven,,Turkey,,1600,1699
342375,The Annunciation,Drawings and Prints,1598,,Engraving,Prints,Francesco Villamena,,,1598,1598
314134,Marionette: Female Figure,The Michael C. Rockefeller Wing,19th–20th century,Ibibio peoples,Wood,Wood-Sculpture,Ibibio artist,Nigeria,,1800,2000
205456,Musical bracket or table clock with calendar and repeating work,European Sculpture and Decorative Arts,ca. 1780–94,,"Tortoiseshell veneer and engraved crystal, gilt-bronze mounts; painted dial",Horology,Eardley Norton,,,1775,1799
96991,Cocktail dress,Costume Institute,1971,American,"synthetic fiber, cotton, fur",,Pauline Trigère,,,1971,1971
401856,"Fred ""Dandelion"" Pfeffer, 2nd Base, Chicago, from the Old Judge series (N172) for Old Judge Cigarettes",Drawings and Prints,1887,,Albumen photograph,Photographs,Goodwin & Company,,,1887,1887
393253,"Masks of 1831, published in La Caricature",Drawings and Prints,"March 8, 1832",,Lithograph,Prints,Honoré Daumier,,,1832,1832
54864,"Two Ladies, Each with a Portion of a Lacquered Mirror",Asian Art,1790s,Japan,Woodblock print; ink and color on paper,Prints,Kitagawa Utamaro,,Edo period (1615–1868),1790,1799
679843,Drawbridge,Drawings and Prints,1912,,Etching,Prints,Ernest Haskell,,,1912,1912
28503,Sword Guard (Tsuba),Arms and Armor,ca. 1615–1868,Japanese,"Copper-silver alloy (shibuichi), gold, copper",Sword Furniture-Tsuba,,Japan,,1590,1900
774695,A Rider Falls into Water,Drawings and Prints,1780–1820,,Hand-colored etching,Prints,Henry William Bunbury,,,1780,1820
67089,Piece,Asian Art,18th–19th century,Japan,Silk,Textiles-Woven,,,,1700,1899
114627,Sandals,Costume Institute,1940–60,Guatemalan,"wool, cotton",,,,,1940,1960
488555,Napkin,Modern and Contemporary Art,early 20th century,,Cotton on linen,Textiles-Embroidered,Hector Guimard,,,1900,1924
122161,Necktie,Costume Institute,1915–41,American,[no medium available],,,,,1915,1947
712867,"Nouveau Livre de Desseins contenant les Ouvrages de la Joaillerie inventes et dessines par L. van der Cruycen en 1770, No. 10",Drawings and Prints,1770,,Engraving,Books,L. van der Cruycen,France,,1770,1770
560959,Crocodile amulet,Egyptian Art,ca. 1070–664 B.C.,,Faience,,,Egypt,Third Intermediate Period or later,-1070,-1070
351873,..Bybelsche Historien...,Drawings and Prints,1775,,,Books,Joannes Hübner,,,1775,1775
464658,Medallion,Medieval Art,13th century (before 1227),French,"Copper, champlevé enamel",Enamels-Champlevé,,France,,1200,1227
37459,Dish with Fish Design,Asian Art,15th–16th century,Thailand (Si Satchanalai),Earthenware with cream white glaze and iron-brown underglaze decoration,Ceramics,,,,1400,1599
334766,"The Infant Moses before Pharaoh, after Giovanni Battista Ruggieri",Drawings and Prints,,,Black chalk; framing lines in pen and brown ink,Drawings,Jean Robert Ango,,,1759,1770
325608,Lion's head terminal,Ancient West Asian Art,ca. 9th century BCE,Iran,Bronze,,,,"Iron Age II, Hasanlu Period IV",-900,-800
464355,Man,Medieval Art,15th century,French,Walnut,Sculpture-Wood,,,,1400,1499
378983,"Design for Pony Phaeton, no. 3687",Drawings and Prints,1881,,"Pen and black ink, watercolor and gouache with gum arabic",Drawings,Brewster & Co.,,,1881,1881
413204,"Le Misantrope, from ""Gravures de Boucher pour les Oeuvres de Molière (Figures de Boucher pour Molière)""",Drawings and Prints,mid-18th century,,Etching; proof before letters,Prints,Laurent Cars,France,,1734,1770
227060,Panel,European Sculpture and Decorative Arts,ca. 1750,,Wool,Textiles-Embroidered,,,,1745,1755
428711,"The Bibliophile, title page",Drawings and Prints,1912,,Etching,Prints,William Harry Warren Bicknell,,,1912,1912
774443,"Douglas Fairbanks as ""The Gaucho"" from Scenes from Movies Exhibit Cards series (W404)",Drawings and Prints,ca. 1927,,Commercial color photolithograph,Prints,Exhibit Supply Company,,,1927,1930
923639,Astrolabe,The Cloisters,1462,German or Italian,Copper alloy,Metalwork-Copper alloy,Regiomontanus,,,1457,1467
